Runtime of the bubble_sort program for n going from 0 to 2000

n = 0	Runtime = 7.609996828250587e-07
n = 100	Runtime = 0.0020947539996996056
n = 200	Runtime = 0.007683675999942352
n = 300	Runtime = 0.018609878999996
n = 400	Runtime = 0.03309763200013549
n = 500	Runtime = 0.05029894300059823
n = 600	Runtime = 0.07374550600070506
n = 700	Runtime = 0.0999778459990921
n = 800	Runtime = 0.12840664899886178
n = 900	Runtime = 0.15901993099942047
n = 1000	Runtime = 0.19780059900040214
n = 1100	Runtime = 0.2391681500012055
n = 1200	Runtime = 0.28694317000008596
n = 1300	Runtime = 0.33003203999942343
n = 1400	Runtime = 0.3829299709996121
n = 1500	Runtime = 0.4496901370002888
n = 1600	Runtime = 0.505471555999975
n = 1700	Runtime = 0.5777813580007205
n = 1800	Runtime = 0.6504532380004093
n = 1900	Runtime = 0.7179529820004973


Total runtime of the test session is 4.913199647000511 seconds
