Runtime of the hanoi program for n going from 0 to 15

n = 1	Runtime = 9.780014806892723e-07
n = 2	Runtime = 1.1170013749506325e-06
n = 3	Runtime = 1.0660005500540137e-06
n = 4	Runtime = 1.6609992599114776e-06
n = 5	Runtime = 3.083001502091065e-06
n = 6	Runtime = 6.024001777404919e-06
n = 7	Runtime = 1.1529999028425664e-05
n = 8	Runtime = 2.228299854323268e-05
n = 9	Runtime = 7.248600013554096e-05
n = 10	Runtime = 9.700999726192094e-05
n = 11	Runtime = 0.00021005600137868896
n = 12	Runtime = 0.00035666400071932003
n = 13	Runtime = 0.0007337080023717135
n = 14	Runtime = 0.0014067089978198055
n = 15	Runtime = 0.0029911120000178926


Total runtime of the test session is 0.006056671001715586 seconds
